# [2025-01-08 15:13:09,887] INFO: Loading Hamiltonian from saved file
# [2025-01-08 15:13:11,982] INFO: Setting up the training loop
# [2025-01-08 15:13:13,261] INFO: Initializing parameters and states
# [2025-01-08 15:13:22,952] INFO: Burning in the sampler for 100 steps
# [2025-01-08 15:13:30,964] INFO: Start training
# HF energy from loaded: -108.86681062198419
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
21	-108.9099	-108.9099	-108.7741	0.9988	5.4360	0.0499	3.0e-04	0.5462
22	-108.9078	-108.9078	-108.7625	0.9987	5.6251	0.0516	3.0e-04	0.5457
23	-108.9110	-108.9110	-108.7549	0.9986	5.8307	0.0535	3.0e-04	0.5475
24	-108.9131	-108.9131	-108.7379	0.9984	6.1738	0.0567	3.0e-04	0.5462
25	-108.9127	-108.9127	-108.7188	0.9982	6.4965	0.0596	3.0e-04	0.5481
26	-108.9156	-108.9156	-108.7054	0.9981	6.7603	0.0621	3.0e-04	0.5475
27	-108.9211	-108.9211	-108.6971	0.9979	6.9816	0.0641	3.0e-04	0.5468
28	-108.9212	-108.9212	-108.6811	0.9978	7.2274	0.0663	3.0e-04	0.5466
29	-108.9229	-108.9229	-108.6519	0.9975	7.6795	0.0705	3.0e-04	0.5474
30	-108.9240	-108.9240	-108.6440	0.9974	7.8050	0.0717	3.0e-04	0.5491
31	-108.9322	-108.9322	-108.6263	0.9972	8.1557	0.0749	3.0e-04	0.5477
32	-108.9341	-108.9341	-108.6123	0.9970	8.3672	0.0768	3.0e-04	0.5468
33	-108.9346	-108.9346	-108.5775	0.9967	8.8131	0.0809	3.0e-04	0.5477
34	-108.9366	-108.9366	-108.5681	0.9966	8.9530	0.0822	3.0e-04	0.5484
35	-108.9437	-108.9437	-108.5291	0.9962	9.4956	0.0872	3.0e-04	0.5491
36	-108.9419	-108.9419	-108.5225	0.9962	9.5496	0.0877	3.0e-04	0.5475
37	-108.9521	-108.9521	-108.5221	0.9961	9.6705	0.0888	3.0e-04	0.5463
38	-108.9543	-108.9543	-108.4781	0.9956	10.1762	0.0934	3.0e-04	0.5470
39	-108.9577	-108.9577	-108.4575	0.9954	10.4270	0.0957	3.0e-04	0.5476
40	-108.9621	-108.9621	-108.4481	0.9953	10.5694	0.0970	3.0e-04	0.5464
41	-108.9674	-108.9674	-108.4301	0.9951	10.8050	0.0992	3.0e-04	0.5470
42	-108.9670	-108.9670	-108.3934	0.9947	11.1635	0.1024	3.0e-04	0.5470
43	-108.9809	-108.9809	-108.3810	0.9945	11.4188	0.1048	3.0e-04	0.5475
44	-108.9874	-108.9874	-108.3855	0.9945	11.4364	0.1049	3.0e-04	0.5465
45	-108.9912	-108.9912	-108.3528	0.9941	11.7783	0.1081	3.0e-04	0.5470
46	-108.9933	-108.9933	-108.3648	0.9942	11.6883	0.1072	3.0e-04	0.5469
47	-109.0042	-109.0042	-108.3089	0.9936	12.2915	0.1128	3.0e-04	0.5478
48	-109.0189	-109.0189	-108.3543	0.9939	12.0205	0.1102	3.0e-04	0.5480
49	-109.0175	-109.0175	-108.3390	0.9938	12.1429	0.1114	3.0e-04	0.5474
50	-109.0221	-109.0221	-108.3533	0.9939	12.0571	0.1106	3.0e-04	0.5457
51	-109.0200	-109.0200	-108.3195	0.9936	12.3394	0.1132	3.0e-04	0.5468
52	-109.0330	-109.0330	-108.3210	0.9935	12.4398	0.1141	3.0e-04	0.5467
53	-109.0380	-109.0380	-108.3295	0.9935	12.4090	0.1138	3.0e-04	0.5472
54	-109.0490	-109.0490	-108.3597	0.9937	12.2421	0.1123	3.0e-04	0.5472
55	-109.0535	-109.0535	-108.3762	0.9938	12.1350	0.1113	3.0e-04	0.5471
56	-109.0632	-109.0632	-108.3778	0.9937	12.2083	0.1119	3.0e-04	0.5467
57	-109.0747	-109.0747	-108.3996	0.9938	12.1171	0.1111	3.0e-04	0.5480
58	-109.0793	-109.0793	-108.4119	0.9939	12.0491	0.1104	3.0e-04	0.5474
59	-109.0767	-109.0767	-108.4240	0.9940	11.9154	0.1092	3.0e-04	0.5493
60	-109.0766	-109.0766	-108.4195	0.9940	11.9534	0.1096	3.0e-04	0.5504
61	-109.0923	-109.0923	-108.4434	0.9941	11.8865	0.1089	3.0e-04	0.5498
62	-109.0994	-109.0994	-108.4222	0.9938	12.1394	0.1112	3.0e-04	0.5503
63	-109.1053	-109.1053	-108.4392	0.9939	12.0389	0.1103	3.0e-04	0.5496
64	-109.1035	-109.1035	-108.4486	0.9940	11.9373	0.1094	3.0e-04	0.5482
65	-109.1107	-109.1107	-108.4655	0.9941	11.8527	0.1086	3.0e-04	0.5487
66	-109.1239	-109.1239	-108.4635	0.9939	11.9896	0.1098	3.0e-04	0.5475
67	-109.1154	-109.1154	-108.4758	0.9941	11.7988	0.1081	3.0e-04	0.5492
68	-109.1202	-109.1202	-108.4844	0.9942	11.7647	0.1078	3.0e-04	0.5485
69	-109.1138	-109.1138	-108.4817	0.9942	11.7309	0.1075	3.0e-04	0.5479
70	-109.1282	-109.1282	-108.4919	0.9942	11.7707	0.1078	3.0e-04	0.5480
71	-109.1446	-109.1446	-108.4829	0.9939	12.0053	0.1100	3.0e-04	0.5469
72	-109.1328	-109.1328	-108.5031	0.9942	11.7118	0.1073	3.0e-04	0.5479
73	-109.1381	-109.1381	-108.5230	0.9944	11.5742	0.1060	3.0e-04	0.5507
74	-109.1397	-109.1397	-108.5312	0.9944	11.5073	0.1054	3.0e-04	0.5502
75	-109.1514	-109.1514	-108.5782	0.9947	11.1711	0.1023	3.0e-04	0.5488
76	-109.1291	-109.1291	-108.5489	0.9947	11.2350	0.1030	3.0e-04	0.5481
77	-109.1355	-109.1355	-108.5600	0.9947	11.1934	0.1026	3.0e-04	0.5479
78	-109.1513	-109.1513	-108.5835	0.9948	11.1186	0.1019	3.0e-04	0.5495
79	-109.1489	-109.1489	-108.5617	0.9946	11.3011	0.1035	3.0e-04	0.5516
80	-109.1504	-109.1504	-108.5709	0.9947	11.2290	0.1029	3.0e-04	0.5500
81	-109.1409	-109.1409	-108.5700	0.9948	11.1477	0.1021	3.0e-04	0.5479
82	-109.1372	-109.1372	-108.5593	0.9947	11.2161	0.1028	3.0e-04	0.5483
83	-109.1599	-109.1599	-108.5663	0.9946	11.3624	0.1041	3.0e-04	0.5473
84	-109.1643	-109.1643	-108.5805	0.9947	11.2693	0.1033	2.9e-04	0.5500
85	-109.1585	-109.1585	-108.5894	0.9948	11.1291	0.1020	2.9e-04	0.5508
86	-109.1575	-109.1575	-108.5705	0.9946	11.3047	0.1036	2.9e-04	0.5489
87	-109.1548	-109.1548	-108.5468	0.9944	11.4995	0.1054	2.9e-04	0.5486
88	-109.1671	-109.1671	-108.5889	0.9947	11.2191	0.1028	2.9e-04	0.5480
89	-109.1948	-109.1948	-108.5797	0.9944	11.5693	0.1060	2.9e-04	0.5500
90	-109.1601	-109.1601	-108.5601	0.9945	11.4254	0.1047	2.9e-04	0.5509
91	-109.1780	-109.1780	-108.5545	0.9943	11.6439	0.1067	2.9e-04	0.5516
92	-109.1917	-109.1917	-108.5773	0.9944	11.5596	0.1059	2.9e-04	0.5487
93	-109.1963	-109.1963	-108.5874	0.9944	11.5117	0.1054	2.9e-04	0.5487
94	-109.1739	-109.1739	-108.5773	0.9945	11.3920	0.1044	2.9e-04	0.5495
95	-109.1851	-109.1851	-108.5888	0.9945	11.3929	0.1044	2.9e-04	0.5497
96	-109.1781	-109.1781	-108.5454	0.9942	11.7290	0.1075	2.9e-04	0.5509
97	-109.1883	-109.1883	-108.5558	0.9942	11.7257	0.1075	2.9e-04	0.5502
98	-109.1927	-109.1927	-108.5673	0.9943	11.6643	0.1069	2.9e-04	0.5491
99	-109.1683	-109.1683	-108.5472	0.9943	11.6210	0.1065	2.9e-04	0.5510
100	-109.1827	-109.1827	-108.5654	0.9943	11.5860	0.1062	2.9e-04	0.5510
101	-109.1901	-109.1901	-108.5743	0.9944	11.5684	0.1060	2.9e-04	0.5488
102	-109.1978	-109.1978	-108.5810	0.9944	11.5825	0.1061	2.9e-04	0.5513
103	-109.1778	-109.1778	-108.5699	0.9944	11.4968	0.1054	2.9e-04	0.5511
104	-109.1961	-109.1961	-108.5664	0.9942	11.7042	0.1072	2.9e-04	0.5490
105	-109.1796	-109.1796	-108.5534	0.9943	11.6696	0.1069	2.9e-04	0.5493
106	-109.1860	-109.1860	-108.5458	0.9941	11.7988	0.1081	2.9e-04	0.5494
107	-109.2007	-109.2007	-108.5447	0.9940	11.9392	0.1095	2.9e-04	0.5504
108	-109.1855	-109.1855	-108.5308	0.9940	11.9295	0.1093	2.9e-04	0.5513
109	-109.1967	-109.1967	-108.5319	0.9939	12.0211	0.1102	2.9e-04	0.5493
110	-109.2016	-109.2016	-108.5269	0.9938	12.1100	0.1110	2.9e-04	0.5501
111	-109.1986	-109.1986	-108.5203	0.9938	12.1420	0.1113	2.9e-04	0.5506
112	-109.1890	-109.1890	-108.5059	0.9937	12.1744	0.1116	2.9e-04	0.5504
113	-109.1985	-109.1985	-108.5220	0.9938	12.1211	0.1111	2.9e-04	0.5496
114	-109.1993	-109.1993	-108.5132	0.9937	12.2103	0.1119	2.9e-04	0.5516
115	-109.1844	-109.1844	-108.4823	0.9936	12.3512	0.1132	2.9e-04	0.5499
116	-109.2099	-109.2099	-108.4957	0.9935	12.4584	0.1142	2.9e-04	0.5490
117	-109.1948	-109.1948	-108.4590	0.9933	12.6437	0.1159	2.9e-04	0.5507
118	-109.2207	-109.2207	-108.4879	0.9933	12.6189	0.1156	2.9e-04	0.5511
119	-109.2025	-109.2025	-108.4789	0.9934	12.5366	0.1149	2.9e-04	0.5499
120	-109.1981	-109.1981	-108.4384	0.9930	12.8433	0.1177	2.9e-04	0.5505
121	-109.1901	-109.1901	-108.4441	0.9932	12.7320	0.1167	2.9e-04	0.5509
122	-109.1839	-109.1839	-108.4175	0.9930	12.8966	0.1182	2.9e-04	0.5491
123	-109.2068	-109.2068	-108.4453	0.9930	12.8557	0.1178	2.9e-04	0.5498
124	-109.1901	-109.1901	-108.4308	0.9930	12.8404	0.1177	2.9e-04	0.5497
125	-109.1896	-109.1896	-108.4084	0.9928	13.0230	0.1194	2.9e-04	0.5512
126	-109.1971	-109.1971	-108.3941	0.9926	13.2046	0.1210	2.9e-04	0.5490
127	-109.1963	-109.1963	-108.3968	0.9927	13.1713	0.1207	2.9e-04	0.5495
128	-109.1913	-109.1913	-108.3994	0.9927	13.1021	0.1201	2.9e-04	0.5494
129	-109.2047	-109.2047	-108.3670	0.9923	13.4848	0.1236	2.9e-04	0.5508
130	-109.1979	-109.1979	-108.3689	0.9924	13.4179	0.1230	2.9e-04	0.5515
131	-109.1889	-109.1889	-108.3478	0.9923	13.5089	0.1239	2.9e-04	0.5522
132	-109.2008	-109.2008	-108.2847	0.9916	14.0967	0.1293	2.9e-04	0.5506
133	-109.1859	-109.1859	-108.2950	0.9918	13.9006	0.1275	2.9e-04	0.5496
134	-109.1928	-109.1928	-108.3041	0.9919	13.8855	0.1273	2.9e-04	0.5491
135	-109.2003	-109.2003	-108.2952	0.9917	14.0125	0.1285	2.9e-04	0.5495
136	-109.2100	-109.2100	-108.3297	0.9919	13.8231	0.1267	2.9e-04	0.5496
137	-109.2048	-109.2048	-108.2823	0.9916	14.1488	0.1297	2.9e-04	0.5502
138	-109.2058	-109.2058	-108.2611	0.9913	14.3165	0.1312	2.9e-04	0.5521
139	-109.2145	-109.2145	-108.2741	0.9914	14.2834	0.1309	2.9e-04	0.5487
140	-109.2008	-109.2008	-108.2040	0.9909	14.7005	0.1348	2.9e-04	0.5494
141	-109.2149	-109.2149	-108.2146	0.9908	14.7214	0.1350	2.9e-04	0.5507
142	-109.2168	-109.2168	-108.1988	0.9907	14.8618	0.1362	2.9e-04	0.5497
143	-109.2209	-109.2209	-108.1724	0.9904	15.0825	0.1382	2.9e-04	0.5495
144	-109.2163	-109.2163	-108.1912	0.9906	14.9089	0.1366	2.9e-04	0.5508
145	-109.2068	-109.2068	-108.1709	0.9905	14.9937	0.1374	2.9e-04	0.5498
146	-109.2031	-109.2031	-108.1157	0.9900	15.3565	0.1408	2.9e-04	0.5492
147	-109.2083	-109.2083	-108.1584	0.9904	15.0868	0.1383	2.9e-04	0.5508
148	-109.2006	-109.2006	-108.0989	0.9899	15.4581	0.1417	2.9e-04	0.5494
149	-109.2082	-109.2082	-108.1134	0.9900	15.4093	0.1412	2.9e-04	0.5489
150	-109.2306	-109.2306	-108.0922	0.9896	15.7088	0.1440	2.9e-04	0.5506
151	-109.2147	-109.2147	-108.0445	0.9893	15.9286	0.1460	2.9e-04	0.5516
152	-109.2129	-109.2129	-107.9828	0.9887	16.3279	0.1497	2.9e-04	0.5490
153	-109.2270	-109.2270	-107.9741	0.9885	16.4751	0.1510	2.9e-04	0.5504
154	-109.2085	-109.2085	-107.9948	0.9889	16.2157	0.1486	2.9e-04	0.5514
155	-109.2147	-109.2147	-107.9383	0.9883	16.6288	0.1524	2.9e-04	0.5498
156	-109.2014	-109.2014	-107.9491	0.9885	16.4729	0.1510	2.9e-04	0.5501
157	-109.2002	-109.2002	-107.9335	0.9884	16.5615	0.1518	2.9e-04	0.5517
158	-109.2280	-109.2280	-107.9172	0.9880	16.8494	0.1544	2.9e-04	0.5503
159	-109.2182	-109.2182	-107.8751	0.9877	17.0541	0.1563	2.9e-04	0.5499
160	-109.2125	-109.2125	-107.8469	0.9875	17.1961	0.1576	2.9e-04	0.5510
161	-109.2173	-109.2173	-107.8589	0.9876	17.1470	0.1572	2.9e-04	0.5492
162	-109.2435	-109.2435	-107.8604	0.9873	17.3077	0.1586	2.9e-04	0.5501
163	-109.2323	-109.2323	-107.8974	0.9878	17.0064	0.1558	2.9e-04	0.5515
164	-109.1996	-109.1996	-107.7799	0.9870	17.5310	0.1607	2.9e-04	0.5501
165	-109.2228	-109.2228	-107.8312	0.9873	17.3611	0.1591	2.9e-04	0.5498
166	-109.2111	-109.2111	-107.7927	0.9870	17.5269	0.1606	2.9e-04	0.5508
167	-109.2111	-109.2111	-107.8036	0.9871	17.4572	0.1600	2.9e-04	0.5508
168	-109.2122	-109.2122	-107.8092	0.9872	17.4317	0.1598	2.9e-04	0.5496
169	-109.2240	-109.2240	-107.7842	0.9868	17.6598	0.1618	2.9e-04	0.5520
170	-109.2069	-109.2069	-107.7676	0.9868	17.6518	0.1618	2.9e-04	0.5514
171	-109.2012	-109.2012	-107.7361	0.9866	17.8079	0.1633	2.9e-04	0.5506
172	-109.2085	-109.2085	-107.7341	0.9865	17.8704	0.1638	2.9e-04	0.5490
173	-109.2240	-109.2240	-107.7562	0.9866	17.8286	0.1634	2.9e-04	0.5498
174	-109.2249	-109.2249	-107.7378	0.9864	17.9418	0.1645	2.9e-04	0.5489
175	-109.2186	-109.2186	-107.7378	0.9864	17.9055	0.1641	2.9e-04	0.5497
176	-109.2227	-109.2227	-107.7259	0.9863	17.9972	0.1649	2.9e-04	0.5509
177	-109.2183	-109.2183	-107.7362	0.9864	17.9128	0.1642	2.9e-04	0.5500
178	-109.2071	-109.2071	-107.6674	0.9859	18.2541	0.1673	2.9e-04	0.5493
179	-109.2201	-109.2201	-107.6777	0.9859	18.2713	0.1675	2.9e-04	0.5503
180	-109.2187	-109.2187	-107.7449	0.9865	17.8569	0.1637	2.9e-04	0.5503
181	-109.2413	-109.2413	-107.7119	0.9860	18.1872	0.1667	2.9e-04	0.5516
182	-109.2285	-109.2285	-107.6016	0.9851	18.7629	0.1720	2.9e-04	0.5503
183	-109.2077	-109.2077	-107.6909	0.9861	18.1199	0.1661	2.9e-04	0.5506
184	-109.2032	-109.2032	-107.6516	0.9858	18.3296	0.1680	2.9e-04	0.5510
185	-109.2174	-109.2174	-107.6030	0.9852	18.6866	0.1713	2.9e-04	0.5493
186	-109.2199	-109.2199	-107.5747	0.9849	18.8629	0.1729	2.9e-04	0.5485
187	-109.2190	-109.2190	-107.6035	0.9852	18.6925	0.1713	2.9e-04	0.5509
188	-109.2185	-109.2185	-107.5892	0.9851	18.7719	0.1721	2.9e-04	0.5508
189	-109.2359	-109.2359	-107.5674	0.9847	19.0011	0.1741	2.9e-04	0.5496
190	-109.2325	-109.2325	-107.5890	0.9850	18.8581	0.1728	2.9e-04	0.5511
191	-109.2110	-109.2110	-107.5488	0.9848	18.9596	0.1738	2.9e-04	0.5497
192	-109.2303	-109.2303	-107.5391	0.9845	19.1218	0.1753	2.9e-04	0.5488
193	-109.2328	-109.2328	-107.5793	0.9849	18.9163	0.1733	2.9e-04	0.5500
194	-109.2367	-109.2367	-107.5351	0.9844	19.1833	0.1758	2.9e-04	0.5503
195	-109.2323	-109.2323	-107.5693	0.9848	18.9638	0.1738	2.9e-04	0.5491
196	-109.2064	-109.2064	-107.5630	0.9850	18.8491	0.1728	2.9e-04	0.5498
197	-109.2236	-109.2236	-107.5696	0.9849	18.9152	0.1734	2.9e-04	0.5518
198	-109.2164	-109.2164	-107.5764	0.9850	18.8346	0.1726	2.9e-04	0.5497
199	-109.2162	-109.2162	-107.5488	0.9847	18.9860	0.1740	2.9e-04	0.5489
200	-109.2282	-109.2282	-107.4875	0.9841	19.4030	0.1778	2.9e-04	0.5496
201	-109.2349	-109.2349	-107.5085	0.9842	19.3205	0.1771	2.9e-04	0.5485
202	-109.2167	-109.2167	-107.4818	0.9841	19.3663	0.1775	2.9e-04	0.5516
203	-109.2117	-109.2117	-107.4665	0.9840	19.4224	0.1780	2.9e-04	0.5501
204	-109.2014	-109.2014	-107.4517	0.9840	19.4496	0.1783	2.9e-04	0.5497
205	-109.2271	-109.2271	-107.5597	0.9847	18.9901	0.1740	2.9e-04	0.5496
206	-109.2248	-109.2248	-107.4158	0.9834	19.7685	0.1812	2.9e-04	0.5500
207	-109.2279	-109.2279	-107.4525	0.9837	19.5859	0.1795	2.9e-04	0.5518
208	-109.2251	-109.2251	-107.3808	0.9831	19.9656	0.1830	2.9e-04	0.5521
209	-109.2316	-109.2316	-107.4912	0.9841	19.3966	0.1777	2.9e-04	0.5498
210	-109.2177	-109.2177	-107.4082	0.9834	19.7798	0.1813	2.9e-04	0.5506
211	-109.2145	-109.2145	-107.3539	0.9830	20.0547	0.1838	2.9e-04	0.5503
212	-109.2079	-109.2079	-107.3670	0.9831	19.9445	0.1828	2.9e-04	0.5499
213	-109.2189	-109.2189	-107.3453	0.9828	20.1177	0.1844	2.9e-04	0.5510
214	-109.2275	-109.2275	-107.3515	0.9828	20.1334	0.1845	2.9e-04	0.5517
215	-109.1974	-109.1974	-107.2185	0.9819	20.6694	0.1894	2.9e-04	0.5499
216	-109.2316	-109.2316	-107.2937	0.9823	20.4567	0.1875	2.9e-04	0.5493
217	-109.2178	-109.2178	-107.2718	0.9822	20.5086	0.1879	2.9e-04	0.5486
218	-109.2366	-109.2366	-107.2940	0.9822	20.4909	0.1878	2.9e-04	0.5509
219	-109.2282	-109.2282	-107.1177	0.9807	21.3410	0.1956	2.9e-04	0.5490
220	-109.2152	-109.2152	-107.1813	0.9814	20.9604	0.1921	2.9e-04	0.5483
221	-109.2281	-109.2281	-107.1607	0.9811	21.1226	0.1936	2.9e-04	0.5500
222	-109.2205	-109.2205	-107.1860	0.9814	20.9606	0.1921	2.9e-04	0.5512
223	-109.2243	-109.2243	-107.1604	0.9811	21.1036	0.1934	2.9e-04	0.5501
224	-109.2412	-109.2412	-107.1450	0.9808	21.2778	0.1950	2.9e-04	0.5494
225	-109.2363	-109.2363	-107.1662	0.9810	21.1444	0.1937	2.9e-04	0.5510
226	-109.2253	-109.2253	-107.1679	0.9812	21.0816	0.1932	2.9e-04	0.5488
227	-109.2308	-109.2308	-107.1225	0.9807	21.3353	0.1955	2.9e-04	0.5503
228	-109.2117	-109.2117	-107.1045	0.9807	21.3251	0.1954	2.9e-04	0.5518
229	-109.2263	-109.2263	-107.1051	0.9806	21.3974	0.1961	2.9e-04	0.5491
230	-109.2179	-109.2179	-107.0516	0.9802	21.6211	0.1982	2.9e-04	0.5497
231	-109.2323	-109.2323	-107.1598	0.9810	21.1542	0.1939	2.9e-04	0.5515
232	-109.2194	-109.2194	-107.0488	0.9801	21.6467	0.1984	2.9e-04	0.5491
233	-109.2139	-109.2139	-107.0364	0.9801	21.6803	0.1987	2.9e-04	0.5499
234	-109.2322	-109.2322	-106.9905	0.9795	21.9876	0.2015	2.9e-04	0.5507
235	-109.2420	-109.2420	-106.9461	0.9790	22.2550	0.2039	2.9e-04	0.5495
236	-109.2378	-109.2378	-106.9799	0.9793	22.0739	0.2022	2.9e-04	0.5506
237	-109.2401	-109.2401	-106.9520	0.9791	22.2157	0.2036	2.9e-04	0.5501
238	-109.2199	-109.2199	-106.9168	0.9789	22.2895	0.2043	2.9e-04	0.5494
239	-109.2179	-109.2179	-106.8895	0.9787	22.4125	0.2054	2.9e-04	0.5505
240	-109.2356	-109.2356	-106.8425	0.9781	22.7151	0.2082	2.9e-04	0.5506
241	-109.2155	-109.2155	-106.7866	0.9778	22.8866	0.2097	2.9e-04	0.5509
242	-109.2207	-109.2207	-106.8390	0.9782	22.6582	0.2076	2.9e-04	0.5491
243	-109.2206	-109.2206	-106.8822	0.9786	22.4586	0.2058	2.9e-04	0.5494
244	-109.2375	-109.2375	-106.8914	0.9785	22.4883	0.2061	2.9e-04	0.5500
245	-109.2215	-109.2215	-106.8177	0.9780	22.7571	0.2086	2.9e-04	0.5491
246	-109.2136	-109.2136	-106.7763	0.9777	22.9220	0.2101	2.9e-04	0.5489
247	-109.2307	-109.2307	-106.7312	0.9771	23.1978	0.2126	2.9e-04	0.5500
248	-109.2147	-109.2147	-106.8077	0.9780	22.7771	0.2088	2.9e-04	0.5490
249	-109.2259	-109.2259	-106.7347	0.9772	23.1750	0.2124	2.9e-04	0.5505
250	-109.2264	-109.2264	-106.7431	0.9773	23.1370	0.2120	2.9e-04	0.5514
251	-109.2317	-109.2317	-106.6712	0.9766	23.4880	0.2152	2.9e-04	0.5509
252	-109.2273	-109.2273	-106.7442	0.9773	23.1347	0.2120	2.9e-04	0.5493
253	-109.2145	-109.2145	-106.6171	0.9762	23.6503	0.2168	2.9e-04	0.5497
254	-109.2091	-109.2091	-106.5532	0.9757	23.9185	0.2192	2.9e-04	0.5520
255	-109.2238	-109.2238	-106.5238	0.9753	24.1146	0.2210	2.9e-04	0.5494
256	-109.2491	-109.2491	-106.5576	0.9754	24.0768	0.2206	2.9e-04	0.5496
257	-109.2263	-109.2263	-106.5444	0.9754	24.0301	0.2202	2.9e-04	0.5510
258	-109.2424	-109.2424	-106.5032	0.9749	24.2871	0.2225	2.9e-04	0.5488
259	-109.2363	-109.2363	-106.5224	0.9752	24.1738	0.2215	2.9e-04	0.5485
260	-109.2185	-109.2185	-106.3853	0.9741	24.6963	0.2263	2.9e-04	0.5514
261	-109.2472	-109.2472	-106.4155	0.9741	24.6893	0.2262	2.9e-04	0.5497
262	-109.2337	-109.2337	-106.4150	0.9742	24.6294	0.2257	2.9e-04	0.5504
263	-109.2248	-109.2248	-106.4331	0.9744	24.5108	0.2246	2.8e-04	0.5518
264	-109.2405	-109.2405	-106.4699	0.9746	24.4196	0.2238	2.8e-04	0.5488
265	-109.2132	-109.2132	-106.3768	0.9740	24.7099	0.2264	2.8e-04	0.5510
266	-109.2363	-109.2363	-106.4207	0.9742	24.6105	0.2255	2.8e-04	0.5516
267	-109.2265	-109.2265	-106.3585	0.9737	24.8348	0.2275	2.8e-04	0.5499
268	-109.2350	-109.2350	-106.4419	0.9744	24.5237	0.2247	2.8e-04	0.5500
269	-109.2263	-109.2263	-106.4428	0.9745	24.4779	0.2243	2.8e-04	0.5496
270	-109.2235	-109.2235	-106.4551	0.9747	24.4086	0.2237	2.8e-04	0.5489
271	-109.2302	-109.2302	-106.4237	0.9743	24.5748	0.2252	2.8e-04	0.5504
272	-109.2159	-109.2159	-106.4721	0.9749	24.3066	0.2227	2.8e-04	0.5508
273	-109.2373	-109.2373	-106.3782	0.9738	24.8083	0.2273	2.8e-04	0.5495
274	-109.2282	-109.2282	-106.3624	0.9738	24.8314	0.2275	2.8e-04	0.5486
275	-109.2326	-109.2326	-106.4653	0.9747	24.4106	0.2237	2.8e-04	0.5500
276	-109.2307	-109.2307	-106.3620	0.9737	24.8379	0.2276	2.8e-04	0.5511
277	-109.2069	-109.2069	-106.3520	0.9739	24.7858	0.2271	2.8e-04	0.5497
278	-109.2295	-109.2295	-106.4109	0.9742	24.6352	0.2257	2.8e-04	0.5494
279	-109.2230	-109.2230	-106.2717	0.9730	25.2023	0.2309	2.8e-04	0.5496
280	-109.2278	-109.2278	-106.3100	0.9733	25.0564	0.2296	2.8e-04	0.5498
281	-109.2142	-109.2142	-106.2570	0.9729	25.2127	0.2311	2.8e-04	0.5513
282	-109.2435	-109.2435	-106.3206	0.9732	25.0821	0.2298	2.8e-04	0.5510
283	-109.2278	-109.2278	-106.2065	0.9723	25.4881	0.2335	2.8e-04	0.5506
284	-109.2405	-109.2405	-106.2738	0.9728	25.2580	0.2314	2.8e-04	0.5492
285	-109.2325	-109.2325	-106.2184	0.9724	25.4615	0.2333	2.8e-04	0.5496
286	-109.2275	-109.2275	-106.1704	0.9720	25.6371	0.2349	2.8e-04	0.5510
287	-109.2455	-109.2455	-106.2218	0.9723	25.5035	0.2336	2.8e-04	0.5509
